Data,UK_3_Month_treasury_Securities,US_3_Month_Treasury_Yield,US_Federal_Funds_Effective,UK_London_Interbank_Offered_Rate,exchus,exukus,Interest_rate_required_reserves,inflation,totval,sprtrn,SP_500_risk_index,efftax_Median,adv_sale_Median,staff_sale_Median,Employment_Cost_Index,Import_Price_Index,Export_Price_Index,Labor_Productivity_Index_business_sector,Labor_Productivity_Index_manufacturing_sector
2012-06-30,0.3532,0.0914285714286,0.16,0.945483684211,6.3633,0.6428,0.25,-0.001466,19231366100.0,0.039555,21.130952381,0.3106,0.0068,0.0168,116.8,138.7,131.7,104.348,109.285
2012-07-31,0.2633,0.0971428571429,0.16,0.817349090909,6.3717,0.6413,0.25,-0.00163,19404455700.0,0.012598,17.5652380952,0.3102,0.0067,0.0168,116.8,137.7,132.2,104.348,109.285
2012-08-31,0.2418,0.102608695652,0.13,0.705456818182,6.3593,0.6361,0.25,0.005565,19839127200.0,0.019763,15.6895652174,0.3108,0.0067,0.0168,116.8,139.4,133.4,104.348,109.285
2012-09-30,0.261,0.105263157895,0.14,0.648034,6.32,0.6201,0.25,0.004462,20396695300.0,0.024236,15.2847368421,0.3106,0.0067,0.0168,117.3,140.8,134.5,104.692,109.495
2012-10-31,0.2346,0.104761904762,0.16,0.543970434783,6.2627,0.6219,0.25,-0.000389,20083140500.0,-0.019789,16.2761904762,0.3111,0.0065,0.0168,117.3,141.2,134.6,104.692,109.495
2012-11-30,0.2316,0.0935,0.16,0.524519545455,6.2338,0.6263,0.25,-0.004738,20140387700.0,0.002847,16.7019047619,0.3101,0.0064,0.017,117.3,140.2,133.8,104.692,109.495
2012-12-31,0.309,0.07,0.16,0.518718421053,6.2328,0.6194,0.25,-0.002693,20350733200.0,0.007068,17.307,0.3107,0.0064,0.017,117.8,139.4,133.6,104.176,110.107
2013-01-31,0.289,0.0742857142857,0.14,0.512159090909,6.2215,0.6264,0.25,0.002957,21474748900.0,0.050428,13.5052380952,0.3109,0.0064,0.0163,117.8,140.1,134.1,104.176,110.107
2013-02-28,0.3443,0.0989473684211,0.15,0.5098765,6.2323,0.6462,0.25,0.00819,21574311300.0,0.011061,14.0726315789,0.3084,0.0067,0.0169,117.8,141.3,135.1,104.176,110.107
2013-03-31,0.3752,0.087,0.14,0.50688,6.2154,0.6631,0.25,0.002615,22356173200.0,0.035988,13.0315,0.3086,0.0067,0.0169,118.4,141.2,134.4,104.727,110.941
2013-04-30,0.3273,0.06,0.15,0.505510952381,6.1861,0.6531,0.25,-0.00104,22679664700.0,0.018086,13.9672727273,0.3086,0.0067,0.0169,118.4,140.2,133.6,104.727,110.941
2013-05-31,0.309,0.0440909090909,0.11,0.50563,6.1416,0.6537,0.25,0.00178,23103887400.0,0.020763,13.4936363636,0.3065,0.0068,0.0169,118.4,139.4,132.9,104.727,110.941
2013-06-30,0.3289,0.0505,0.09,0.507939,6.1342,0.6455,0.25,0.0024,22696655500.0,-0.014999,17.2715,0.3061,0.0066,0.0167,118.9,138.8,132.8,104.918,111.966
2013-07-31,0.2997,0.0354545454545,0.09,0.509442173913,6.1343,0.6588,0.25,0.000394,23870196800.0,0.049462,13.9745454545,0.306,0.0065,0.0167,118.9,138.9,132.6,104.918,111.966
2013-08-31,0.2686,0.0436363636364,0.08,0.512561904762,6.1213,0.645,0.25,0.001203,23212545100.0,-0.031298,14.21,0.3063,0.0067,0.0167,118.9,139.4,131.9,104.918,111.966
2013-09-30,0.3504,0.016,0.08,0.516875714286,6.1198,0.6295,0.25,0.001163,24082390400.0,0.029749,14.692,0.3062,0.0069,0.0167,119.5,139.8,132.4,105.818,112.118
2013-10-31,0.3184,0.0472727272727,0.09,0.516633913043,6.1032,0.6212,0.25,-0.002575,25008585900.0,0.044596,15.407826087,0.3062,0.0069,0.0167,119.5,138.9,131.6,105.818,112.118
2013-11-30,0.2882,0.0678947368421,0.08,0.523443333333,6.0929,0.6211,0.25,-0.002042,25612980200.0,0.028049,12.924,0.3077,0.0069,0.0169,119.5,137.7,131.8,105.818,112.118
2013-12-31,0.257,0.0666666666667,0.09,0.5244375,6.0738,0.6104,0.25,-8.6e-05,26278925000.0,0.023563,14.1923809524,0.3068,0.007,0.0169,120.1,137.8,132.3,106.629,112.474
2014-01-31,0.3601,0.0433333333333,0.07,0.520726363636,6.0509,0.6072,0.25,0.00372,25481349500.0,-0.035583,14.240952381,0.3068,0.007,0.017,120.1,138.3,132.7,106.629,112.474
2014-02-28,0.3768,0.0526315789474,0.07,0.521535,6.0816,0.6039,0.25,0.003698,26645122800.0,0.043117,15.47,0.3013,0.0068,0.0177,120.1,139.8,133.7,106.629,112.474
2014-03-31,0.421,0.052380952381,0.08,0.521574761905,6.1729,0.6015,0.25,0.00644,26787812900.0,0.006932,14.8366666667,0.3007,0.0072,0.0177,120.5,140.5,134.9,105.277,113.351
2014-04-30,0.3438,0.0309523809524,0.09,0.5266625,6.2246,0.5971,0.25,0.003297,26873584300.0,0.006201,14.1980952381,0.3007,0.0072,0.0177,120.5,139.7,133.5,105.277,113.351
2014-05-31,0.2762,0.032380952381,0.09,0.527518,6.238,0.5938,0.25,0.003493,27355955700.0,0.02103,12.4752380952,0.2996,0.007,0.0177,120.5,140.1,133.7,105.277,113.351
2014-06-30,0.4171,0.0357142857143,0.1,0.54394,6.2306,0.5914,0.25,0.001862,28112732900.0,0.019058,11.5414285714,0.3,0.007,0.0177,121.4,140.3,133.1,105.789,114.363
2014-07-31,0.4178,0.0263636363636,0.09,0.556407391304,6.1984,0.586,0.25,-0.00039,27536527900.0,-0.01508,12.2963636364,0.3006,0.0067,0.0177,121.4,140.0,133.1,105.789,114.363
2014-08-31,0.3974,0.0328571428571,0.09,0.5610455,6.1541,0.5988,0.25,-0.001671,28580584200.0,0.037655,13.4919047619,0.3001,0.0068,0.0177,121.4,140.0,133.1,105.789,114.363
2014-09-30,0.4803,0.02,0.09,0.562914090909,6.1382,0.6139,0.25,0.000753,27844052800.0,-0.015514,13.4666666667,0.3003,0.0068,0.0177,121.4,140.0,133.1,105.789,114.363
2014-10-31,0.3901,0.0168181818182,0.09,0.558359130435,6.1251,0.6221,0.25,-0.002512,28436382700.0,0.023201,18.0586956522,0.301,0.0068,0.0177,121.4,140.0,133.1,105.789,114.363
2014-11-30,0.4129,0.0216666666667,0.09,0.556277,6.1249,0.6341,0.25,-0.005399,29033314400.0,0.024534,13.4131578947,0.301,0.0063,0.0177,121.4,140.0,133.1,105.789,114.363
2014-12-31,0.3884,0.0290909090909,0.12,0.558044285714,6.1886,0.6392,0.25,-0.00567,28962063800.0,-0.004189,16.2922727273,0.3009,0.0063,0.0177,121.4,140.0,133.1,105.789,114.363
2015-01-31,0.3421,0.0275,0.11,0.562530952381,6.2181,0.6604,0.25,-0.004706,28064187500.0,-0.031041,19.1195,0.3023,0.0066,0.0177,121.4,140.0,133.1,105.789,114.363
2015-02-28,0.3999,0.0178947368421,0.11,0.5636275,6.2518,0.6524,0.25,0.004343,29551936200.0,0.054893,15.9042105263,0.2924,0.007,0.0175,121.4,140.0,133.1,105.789,114.363
2015-03-31,0.4417,0.0277272727273,0.11,0.56436,6.2386,0.6685,0.25,0.005952,29182688100.0,-0.017396,14.8127272727,0.2941,0.0073,0.0173,121.4,140.0,133.1,105.789,114.363
2015-04-30,0.4365,0.0231818181818,0.12,0.5695485,6.201,0.6681,0.25,0.002033,29416123400.0,0.008521,13.4947619048,0.2941,0.0071,0.0173,121.4,140.0,133.1,105.789,114.363
2015-05-31,0.4642,0.0165,0.12,0.567864736842,6.2035,0.647,0.25,0.005097,29620606800.0,0.010491,13.3385,0.2944,0.0071,0.0173,121.4,140.0,133.1,105.789,114.363
2015-06-30,0.4956,0.015,0.13,0.57188,6.2052,0.642,0.25,0.003503,29015530700.0,-0.021012,14.3395454545,0.2938,0.0073,0.0173,121.4,140.0,133.1,105.789,114.363
2015-07-31,0.4848,0.0322727272727,0.13,0.580836086957,6.2085,0.6427,0.25,6.7e-05,29353090400.0,0.019742,14.3527272727,0.2931,0.0071,0.0173,121.4,140.0,133.1,105.789,114.363
2015-08-31,0.4544,0.0719047619048,0.14,0.5866935,6.3383,0.6419,0.25,-0.001416,27482103600.0,-0.062581,19.4280952381,0.2946,0.0071,0.0173,121.4,140.0,133.1,105.789,114.363
2015-09-30,0.4665,0.0242857142857,0.14,0.585758636364,6.3676,0.652,0.25,-0.001557,26483208500.0,-0.026443,24.3771428571,0.2948,0.0074,0.0173,121.4,140.0,133.1,105.789,114.363
2015-10-31,0.4801,0.0166666666667,0.12,0.580061363636,6.3505,0.6518,0.25,-0.00045,28373175400.0,0.082983,16.7895454545,0.2948,0.0074,0.0173,121.4,140.0,133.1,105.789,114.363
2015-11-30,0.4836,0.126315789474,0.12,0.573707619048,6.364,0.6582,0.25,-0.002111,28351218000.0,0.000505,16.21,0.2935,0.0074,0.018,121.4,140.0,133.1,105.789,114.363
2015-12-31,0.4511,0.228636363636,0.24,0.582276666667,6.4491,0.6675,0.370967741935,-0.003417,27656973000.0,-0.01753,18.0254545455,0.293,0.007,0.018,121.4,140.0,133.1,105.789,114.363
2016-01-31,0.4811,0.257368421053,0.34,0.589729,6.5726,0.6948,0.5,0.001653,26005889100.0,-0.050735,23.7178947368,0.2934,0.007,0.0183,121.4,140.0,133.1,105.789,114.363
2016-02-29,0.467,0.3145,0.38,0.590725238095,6.5501,0.6998,0.5,0.000823,25805437300.0,-0.004128,22.517,0.2986,0.0067,0.0191,121.4,140.0,133.1,105.789,114.363
2016-03-31,0.4596,0.297272727273,0.36,0.588259047619,6.5027,0.7018,0.5,0.004306,27531208800.0,0.065991,15.8490909091,0.3003,0.0067,0.0191,121.4,140.0,133.1,105.789,114.363
2016-04-30,0.4442,0.228095238095,0.37,0.588897619048,6.4754,0.6984,0.5,0.004741,27816064500.0,0.002699,14.3004761905,0.2988,0.0067,0.0191,121.4,140.0,133.1,105.789,114.363
2016-05-31,0.4254,0.276666666667,0.37,0.589320526316,6.5259,0.6885,0.5,0.004046,28061947800.0,0.015329,14.8528571429,0.2992,0.0075,0.0199,121.4,140.0,133.1,105.789,114.363
2016-06-30,0.3998,0.272727272727,0.38,0.574676363636,6.5892,0.7044,0.5,0.003284,28104580600.0,0.000906,17.7745454545,0.2981,0.0076,0.0199,121.4,140.0,133.1,105.789,114.363
2016-07-31,0.3427,0.301,0.39,0.513602857143,6.6771,0.7614,0.5,-0.001618,29174153400.0,0.03561,13.1585,0.2957,0.0079,0.0199,121.4,140.0,133.1,105.789,114.363
2016-08-31,0.2212,0.299565217391,0.4,0.406882272727,6.6466,0.7633,0.5,0.000918,29189832000.0,-0.001219,12.3995652174,0.2944,0.0079,0.0199,121.4,140.0,133.1,105.789,114.363
2016-09-30,0.1837,0.294285714286,0.4,0.379066363636,6.6702,0.761,0.5,0.002404,29173349500.0,-0.001234,14.2195238095,0.284090909091,0.00745454545455,0.022,121.4,140.0,133.1,105.789,114.363
2016-10-31,0.1599,0.3315,0.4,0.397496190476,6.7303,0.811,0.5,0.001247,28534258600.0,-0.019426,14.5852380952,0.284090909091,0.00772727272727,0.022,121.4,140.0,133.1,105.789,114.363
2016-11-30,0.1209,0.4525,0.41,0.397726818182,6.8402,0.8044,0.5,-0.001555,29636950400.0,0.034174,15.2361904762,0.281363636364,0.00763636363636,0.022,121.4,140.0,133.1,105.789,114.363
2016-12-31,0.0106,0.511904761905,0.54,0.3732785,6.9198,0.8011,0.637096774194,0.000327,30149235700.0,0.018201,12.4723809524,0.282090909091,0.00763636363636,0.0203636363636,121.4,140.0,133.1,105.789,114.363
2017-01-31,0.1642,0.519,0.65,0.361887142857,6.8907,0.8086,0.75,0.005828,30850618500.0,0.017884,11.6085,0.283636363636,0.00763636363636,0.0203636363636,121.4,140.0,133.1,105.789,114.363
2017-02-28,0.0344,0.526315789474,0.66,0.3567385,6.8694,0.8003,0.75,0.003146,31803125000.0,0.037198,11.5305263158,0.283636363636,0.00763636363636,0.0203636363636,121.4,140.0,133.1,105.789,114.363
2017-03-31,0.0621,0.747826086957,0.79,0.34567,6.894,0.8099,0.879032258065,0.000813,31837341000.0,-0.000389,11.897826087,0.283636363636,0.00763636363636,0.0203636363636,121.4,140.0,133.1,105.789,114.363
2017-04-30,0.0693,0.808421052632,0.9,0.334466470588,6.8876,0.7912,1.0,0.002966,32142906600.0,0.009091,13.1363157895,0.283636363636,0.00763636363636,0.0203636363636,121.4,140.0,133.1,105.789,114.363
2017-05-31,0.0575,0.903181818182,0.91,0.310659047619,6.8843,0.7735,1.0,0.000855,32422281400.0,0.011576,10.8622727273,0.283636363636,0.00763636363636,0.0203636363636,121.4,140.0,133.1,105.789,114.363
2017-06-30,0.1262,0.999090909091,1.04,0.294424545455,6.8066,0.7806,1.13333333333,0.000907,32684654500.0,0.004814,10.5136363636,0.283636363636,0.00763636363636,0.0203636363636,121.4,140.0,133.1,105.789,114.363
